sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,C,C_T,gpt-4o_sa-conceptnet_0_generated_,gpt-4o_sa-conceptnet_1_generated_,gpt-4o_sa-conceptnet_2_generated_,gpt-4o_sa-conceptnet_0_generated,gpt-4o_sa-conceptnet_0_property,gpt-4o_sa-conceptnet_0_combination_relevance,gpt-4o_sa-conceptnet_0_root_relevance,gpt-4o_sa-conceptnet_0_modifier_relevance,gpt-4o_sa-conceptnet_0_indiv_max,gpt-4o_sa-conceptnet_0_emergence,gpt-4o_sa-conceptnet_1_generated,gpt-4o_sa-conceptnet_1_property,gpt-4o_sa-conceptnet_1_combination_relevance,gpt-4o_sa-conceptnet_1_root_relevance,gpt-4o_sa-conceptnet_1_modifier_relevance,gpt-4o_sa-conceptnet_1_indiv_max,gpt-4o_sa-conceptnet_1_emergence,gpt-4o_sa-conceptnet_2_generated,gpt-4o_sa-conceptnet_2_property,gpt-4o_sa-conceptnet_2_combination_relevance,gpt-4o_sa-conceptnet_2_root_relevance,gpt-4o_sa-conceptnet_2_modifier_relevance,gpt-4o_sa-conceptnet_2_indiv_max,gpt-4o_sa-conceptnet_2_emergence
"though i was pleased that hed finally shut up , right now , the clever security guard was as about as useful as a paper condom .",a paper condom,condom,paper,inadequate,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(4, 1, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"{0: ['condom', 'paper'], 1: ['preventing pregnancy', 'sex'], 2: ['preventing pregnancy', 'sex'], 3: ['preventing pregnancy', 'sex'], 4: ['preventing pregnancy', 'sex'], 5: ['preventing pregnancy', 'sex']}","['preventing pregnancy', 'sex']","['{""property"": ""ineffective""}']","['{""property"": ""ineffective""}']","['{""property"": ""ineffective""}']",{'property': 'ineffective'},ineffective,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'ineffective'},ineffective,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'ineffective'},ineffective,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667
"Mr. Gloucester also perceived the man and his revolver, and Mr. Ilam came out of the safe rather like a jack out of a box.",a jack out of a box,jack,box,sudden,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 1, 2)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"{0: ['jack', 'box'], 1: ['jack', 'box'], 2: ['jack', 'box'], 3: ['jack', 'box'], 4: ['jack', 'box'], 5: ['jack', 'box']}",[],"['{""property"": ""surprising""}']","['{""property"": ""surprising""}']","['{""property"": ""surprise""}']",{'property': 'surprising'},surprising,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'surprising'},surprising,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'surprise'},surprise,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
I could pretty well recall exactly how baby shark sounds and nothing erases your mind quite like an ear worm.,an ear worm,worm,ear,catchy,emergent,"(emergent, emergent, component)","(5, 5, 5)","(1, 1, 3)","(1, 2, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['worm', 'ear'], 1: ['ear', 'worm'], 2: ['ear', 'worm'], 3: ['ear', 'worm'], 4: ['ear', 'worm'], 5: ['ear', 'worm']}",[],"['{""property"": ""catchy""}']","['{""property"": ""catchy""}']","['{""property"": ""catchy""}']",{'property': 'catchy'},catchy,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'catchy'},catchy,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'catchy'},catchy,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
"Pluck's a very good thing, but pluck without brains is as useless as an engine without coal.",an engine without coal,engine,coal,powerless,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 3)","(3, 4, 4)",0.7777777777777778,1.0,0.0,0.2222222222222222,True,0.2222222222222222,"{0: ['engine', 'coal'], 1: ['all cars', 'coal'], 2: ['fuel', 'coal'], 3: ['fuel', 'coal'], 4: ['fuel', 'coal'], 5: ['fuel', 'coal']}",['fuel'],"['{""property"": ""inefficient""}']","['{""property"": ""inoperable""}']","['{""property"": ""inoperative""}']",{'property': 'inefficient'},inefficient,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'inoperable'},inoperable,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'inoperative'},inoperative,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.6666666666666667
,a peck in the eye,peck,eye,painful,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(5, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['peck', 'eye'], 1: ['eye', 'seeing'], 2: ['eye'], 3: ['eye'], 4: ['eye'], 5: ['eye']}",[],"['{""property"": ""irritating""}']","['{""property"": ""irritating""}']","['{""property"": ""annoyance""}']",{'property': 'irritating'},irritating,0.7777777777777778,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.2222222222222222,{'property': 'irritating'},irritating,0.7777777777777778,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.2222222222222222,{'property': 'annoyance'},annoyance,0.7777777777777778,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.2222222222222222
"Business is exact and dangerous and powerful like a colossal dynamo it is the extreme of everything men used to pray for,and it is not what they did not pray for.",a colossal dynamo,dynamo,colossal,dangerous,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 3, 3)","(4, 2, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['dynamo', 'colossal'], 1: ['colossal', 'dynamo', 'geodynamo'], 2: ['geodynamo', 'dynamo', 'colossal'], 3: ['colossal', 'dynamo', 'geodynamo'], 4: ['geodynamo', 'dynamo', 'colossal'], 5: ['colossal', 'dynamo', 'geodynamo']}",['geodynamo'],"['{""property"": ""planetary-scale""}']","['{""property"": ""planetary-scale""}']","['{""property"": ""planetary-scale""}']",{'property': 'planetary-scale'},planetary-scale,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'planetary-scale'},planetary-scale,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'planetary-scale'},planetary-scale,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227
"at this moment , the thought of resisting this pull toward her enticing lips was as silly as defying gravity . ",defying gravity,gravity,defy,hard,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 4)","(4, 3, 3)",0.2222222222222222,0.7777777777777778,0.0,0.5555555555555556,False,0.5555555555555556,"{0: ['gravity', 'defy'], 1: ['defy', 'gravity', 'force'], 2: ['defy', 'gravity', 'force'], 3: ['defy', 'gravity', 'force'], 4: ['defy', 'gravity', 'force'], 5: ['defy', 'gravity', 'force']}",['force'],"['{""property"": ""impossible""}']","['{""property"": ""miraculous""}']","['{""property"": ""impossible""}']",{'property': 'impossible'},impossible,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'miraculous'},miraculous,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'impossible'},impossible,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556
,a speeding driver,driver,speed,reckless,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 4, 3)","(5, 4, 5)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['driver', 'speed'], 1: ['driver', 'speed'], 2: ['driver', 'speed'], 3: ['driver', 'speed'], 4: ['driver', 'speed'], 5: ['driver', 'speed']}",[],"['{""property"": ""recklessness""}']","['{""property"": ""recklessness""}']","['{""property"": ""recklessness""}']",{'property': 'recklessness'},recklessness,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'recklessness'},recklessness,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'recklessness'},recklessness,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
This is as hot as a cat in a pan.,a cat in a pan,cat,pan,suffering,emergent,"(emergent, emergent, emergent)","(5, 3, 5)","(1, 3, 2)","(1, 2, 2)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.0,False,0.2222222222222222,"{0: ['cat', 'pan'], 1: ['cat', 'pan'], 2: ['cat', 'pan'], 3: ['cat', 'pan'], 4: ['cat', 'pan'], 5: ['cat', 'pan']}",[],"['{""property"": ""chaotic""}']","['{""property"": ""curiosity""}']","['{""property"": ""absurdity""}']",{'property': 'chaotic'},chaotic,0.7777777777777778,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.11111111111111116,{'property': 'curiosity'},curiosity,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'absurdity'},absurdity,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
That bacon will kill you just as quick as a wrench to the head.,a wrench to the head,wrench,head,deadly,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 3, 3)","(1, 4, 2)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"{0: ['wrench', 'head'], 1: ['tighten bolt'], 2: ['tighten bolt'], 3: ['tighten bolt'], 4: ['tighten bolt'], 5: ['tighten bolt']}",['tighten bolt'],"['{""property"": ""injurious""}']","['{""property"": ""injurious""}']","['{""property"": ""injurious""}']",{'property': 'injurious'},injurious,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.6666666666666666,{'property': 'injurious'},injurious,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'injurious'},injurious,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
And he sat down absentmindedly like a wooden rooster.,a wooden rooster,rooster,wooden,carved,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(4, 4, 5)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"{0: ['rooster', 'wooden'], 1: ['wooden', 'rooster'], 2: ['wooden', 'rooster'], 3: ['wooden', 'rooster'], 4: ['wooden', 'rooster'], 5: ['wooden', 'rooster']}",[],"['{""property"": ""decorative""}']","['{""property"": ""decorative""}']","['{""property"": ""ornamental""}']",{'property': 'decorative'},decorative,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'decorative'},decorative,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'ornamental'},ornamental,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444
"I can literally blow it away, and it's just like champagne powder.",champagne powder,powder,champagne,fluffy,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(1, 1, 2)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['powder', 'champagne'], 1: ['french sparkling wine', 'powder'], 2: ['powder'], 3: ['powder'], 4: ['powder'], 5: ['powder']}",[],"['{""property"": ""luxurious""}']","['{""property"": ""luxurious""}']","['{""property"": ""luxurious skiing""}']",{'property': 'luxurious'},luxurious,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0,{'property': 'luxurious'},luxurious,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0,{'property': 'luxurious skiing'},luxurious skiing,0.8888888888888888,0.8888888888888888,0.0,0.8888888888888888,0.0
"Without the brain and nerves the body would be just like an army without a commander, or a lot of workmen without an overseer.","an army without a commander, or",army,commander,lack of direction,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 1, 4)","(4, 1, 5)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"{0: ['army', 'commander'], 1: ['military', 'commander'], 2: ['military', 'commander'], 3: ['military', 'commander'], 4: ['military', 'commander'], 5: ['military', 'commander']}",['military'],"['{""property"": ""chaotic""}']","['{""property"": ""disorganized""}']","['{""property"": ""chaotic""}']",{'property': 'chaotic'},chaotic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'disorganized'},disorganized,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666667,{'property': 'chaotic'},chaotic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
"and just like a dog 's prey , he was disoriented .",a dog 's prey,prey,dog,disorient,emergent,"(emergent, emergent, 2)","(4, 4, 2)","(3, 2, 1)","(3, 3, 2)",0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"{0: ['prey', 'dog'], 1: ['prey', 'dog'], 2: ['prey', 'dog'], 3: ['prey', 'dog'], 4: ['prey', 'dog'], 5: ['prey', 'dog']}",[],"['{""property"": ""chase""}']","['{""property"": ""chase""}']","['{""property"": ""chasing""}']",{'property': 'chase'},chase,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,{'property': 'chase'},chase,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.0,{'property': 'chasing'},chasing,0.8888888888888888,0.0,0.6666666666666666,0.6666666666666666,0.2222222222222222
Also some restaurants put it in pizza crusts which is shitty because I actually like pizza with no cheese.,pizza with no cheese,pizza,cheese,dairy-free,emergent,"(emergent, component, emergent)","(5, 5, 4)","(3, 3, 2)","(5, 5, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['pizza', 'cheese'], 1: ['pizza', 'cheese'], 2: ['pizza', 'cheese'], 3: ['pizza', 'cheese'], 4: ['pizza', 'cheese'], 5: ['pizza', 'cheese']}",[],"['{""property"": ""unorthodox""}']","['{""property"": ""untraditional""}']","['{""property"": ""incomplete""}']",{'property': 'unorthodox'},unorthodox,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.5555555555555556,{'property': 'untraditional'},untraditional,0.7777777777777778,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.4444444444444445,{'property': 'incomplete'},incomplete,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
"his voice was low , but the anguish in it was as plain as nails on a blackboard . ",nails on a blackboard,nail,blackboard,grating,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 2, 3)","(5, 5, 3)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"{0: ['nail', 'blackboard'], 1: ['blackboard', 'nail'], 2: ['blackboard', 'nail'], 3: ['blackboard', 'nail'], 4: ['blackboard', 'nail'], 5: ['blackboard', 'nail']}",[],"['{""property"": ""grating""}']","['{""property"": ""grating""}']","['{""property"": ""unsettling""}']",{'property': 'grating'},grating,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'grating'},grating,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'unsettling'},unsettling,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777777
"Vocational school is almost like school for the retarded, you know what I mean?",school for the retarded,school,retarded,specialize,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 4, 4)","(3, 2, 3)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['school', 'retarded'], 1: ['children'], 2: ['children'], 3: ['children'], 4: ['children'], 5: ['children']}",['children'],"['{""property"": ""stigmatised""}']","['{""property"": ""stigmatizing""}']","['{""property"": ""stigmatized""}']",{'property': 'stigmatised'},stigmatised,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,{'property': 'stigmatizing'},stigmatizing,0.8888888888888888,0.3333333333333333,1.0,1.0,0.0,{'property': 'stigmatized'},stigmatized,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0
PINEAPPLE AND PIZZA GO TOGETHER LIKE BREAD AND BUTTER,BREAD AND BUTTER,bread,butter,perfect match,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 4, 4)","(3, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['bread', 'butter'], 1: ['bread', 'butter'], 2: ['bread', 'butter'], 3: ['bread', 'butter'], 4: ['bread', 'butter'], 5: ['bread', 'butter']}",[],"['{""property"": ""simplicity""}']","['{""property"": ""simplicity""}']","['{""property"": ""simplicity""}']",{'property': 'simplicity'},simplicity,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.0,{'property': 'simplicity'},simplicity,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.0,{'property': 'simplicity'},simplicity,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.11111111111111105
i stood there like a living doll while he dressed me in two minutes flat .,a living doll,doll,live,creepy,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 3)","(2, 3, 2)",0.2222222222222222,0.7777777777777778,0.5555555555555556,0.0,False,0.5555555555555556,"{0: ['doll', 'live'], 1: ['baby', 'toy'], 2: ['baby', 'toy'], 3: ['baby', 'toy'], 4: ['baby', 'toy'], 5: ['baby', 'toy']}","['baby', 'toy']","['{""property"": ""uncanny""}']","['{""property"": ""eerie""}']","['{""property"": ""uncanny""}']",{'property': 'uncanny'},uncanny,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'eerie'},eerie,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'uncanny'},uncanny,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
"You sit there, mouth open like a floundering fish. ",a floundering fish,fish,flounder,gasping for breath,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 4)","(4, 4, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"{0: ['fish', 'flounder'], 1: ['fish', 'flounder'], 2: ['fish', 'flounder'], 3: ['fish', 'flounder'], 4: ['fish', 'flounder'], 5: ['fish', 'flounder']}",[],"['{""property"": ""vulnerability""}']","['{""property"": ""vulnerability""}']","['{""property"": ""desperation""}']",{'property': 'vulnerability'},vulnerability,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'vulnerability'},vulnerability,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'desperation'},desperation,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445
,the tallest midget,midget,tall,oxymoronic,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 2, 4)",1.0,1.0,0.0,0.0,False,0.0,"{0: ['midget', 'tall'], 1: ['tall'], 2: ['tall'], 3: ['tall'], 4: ['tall'], 5: ['tall']}",[],"['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']",{'property': 'paradoxical'},paradoxical,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'paradoxical'},paradoxical,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'paradoxical'},paradoxical,1.0,0.0,0.0,0.0,1.0
They are sort of like sharks on land.,sharks on land,shark,land,out of place,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(5, 5, 2)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"{0: ['shark', 'land'], 1: ['shark', 'land'], 2: ['shark', 'land'], 3: ['shark', 'land'], 4: ['shark', 'land'], 5: ['shark', 'land']}",[],"['{""property"": ""vulnerable""}']","['{""property"": ""helplessness""}']","['{""property"": ""ineffective""}']",{'property': 'vulnerable'},vulnerable,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'helplessness'},helplessness,1.0,0.0,0.0,0.0,1.0,{'property': 'ineffective'},ineffective,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
